Schlüssel,Straftat,Gemeinde-schlüssel,Stadt-/Landkreis,Kreisart,erfasste Fälle,HZ nach Zensus,Unique Ids
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01001,Flensburg,KfS,23,"25,9831222675358","Flensburg, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01002,Kiel,KfS,79,"31,8621618678487","Kiel, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01003,Lübeck,KfS,68,"31,4352018787156","Lübeck, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01004,Neumünster,KfS,24,"30,2514653053507","Neumünster, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01051,Dithmarschen,K,29,"21,7314739184845","Dithmarschen, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01053,Herzogtum Lauenburg,K,123,"62,7314177300407","Herzogtum Lauenburg, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01054,Nordfriesland,K,18,"10,8786307430105","Nordfriesland, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01055,Ostholstein,K,45,"22,4344912854465","Ostholstein, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01056,Pinneberg,K,108,"34,5420933787924","Pinneberg, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01057,Plön,K,29,"22,5081883236833","Plön, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01058,Rendsburg-Eckernförde,K,64,"23,4413343979606","Rendsburg-Eckernförde, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01059,Schleswig-Flensburg,K,39,"19,5485782168689","Schleswig-Flensburg, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01060,Segeberg,K,102,"37,222881123985","Segeberg, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01061,Steinburg,K,35,"26,5931177011389","Steinburg, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,01062,Stormarn,K,143,"58,975881751295","Stormarn, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,02000,Hamburg,KfS,1765,"96,417318189168","Hamburg, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03101,Braunschweig,KfS,131,"52,8176822310834","Braunschweig, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03102,Salzgitter,KfS,34,"32,5209473160653","Salzgitter, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03103,Wolfsburg,KfS,146,"117,823651887599","Wolfsburg, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03151,Gifhorn,LK,57,"32,5567315326224","Gifhorn, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03153,Goslar,LK,27,"19,6273707319555","Goslar, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03154,Helmstedt,LK,29,"31,6179677278674","Helmstedt, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03155,Northeim,LK,32,"24,0518316973077","Northeim, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03157,Peine,LK,39,"29,242396976786","Peine, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03158,Wolfenbüttel,LK,46,"38,1942426330779","Wolfenbüttel, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03159,Göttingen,LK,82,"24,9972563986879","Göttingen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03241,Region Hannover,LK,644,"55,8700414253801","Region Hannover, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03251,Diepholz,LK,42,"19,4433642575412","Diepholz, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03252,Hameln-Pyrmont,LK,33,"22,2527917138696","Hameln-Pyrmont, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03254,Hildesheim,LK,59,"21,3273568536726","Hildesheim, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03255,Holzminden,LK,12,"16,8671989204993","Holzminden, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03256,Nienburg (Weser),LK,36,"29,6369473944184","Nienburg (Weser), LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03257,Schaumburg,LK,66,"41,8031073643141","Schaumburg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03351,Celle,LK,52,"29,0886308205231","Celle, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03352,Cuxhaven,LK,72,"36,3452801615346","Cuxhaven, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03353,Harburg,LK,132,"52,4827939931057","Harburg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03354,Lüchow-Dannenberg,LK,12,"24,8154352006948","Lüchow-Dannenberg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03355,Lüneburg,LK,48,"26,2395451812169","Lüneburg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03356,Osterholz,LK,28,"24,7557579240529","Osterholz, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03357,Rotenburg (Wümme),LK,44,"26,9315754359549","Rotenburg (Wümme), LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03358,Landkreis Heidekreis,LK,43,"30,9132344589106","Landkreis Heidekreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03359,Stade,LK,42,"20,8037169307583","Stade, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03360,Uelzen,LK,17,"18,3300267402743","Uelzen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03361,Verden,LK,27,"19,767186470459","Verden, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03401,Delmenhorst,KfS,13,"16,7696495143252","Delmenhorst, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03402,Emden,KfS,9,"17,7841010136938","Emden, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03403,Oldenburg (Oldenburg),KfS,39,"23,3419718579611","Oldenburg (Oldenburg), KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03404,Osnabrück,KfS,46,"27,9849611252388","Osnabrück, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03405,Wilhelmshaven,KfS,17,"22,275800618481","Wilhelmshaven, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03451,Ammerland,LK,17,"13,7789053064996","Ammerland, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03452,Aurich,LK,24,"12,6349704394337","Aurich, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03453,Cloppenburg,LK,44,"26,2021735894","Cloppenburg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03454,Emsland,LK,62,"19,1573248958707","Emsland, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03455,Friesland,LK,17,"17,2573064390056","Friesland, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03456,Grafschaft Bentheim,LK,23,"16,9293164236451","Grafschaft Bentheim, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03457,Leer,LK,19,"11,2461970096954","Leer, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03458,Oldenburg,LK,22,"16,9329762014716","Oldenburg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03459,Osnabrück,LK,73,"20,4975571404504","Osnabrück, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03460,Vechta,LK,34,"24,1924007400028","Vechta, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03461,Wesermarsch,LK,8,"8,98654265237806","Wesermarsch, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,03462,Wittmund,LK,13,"22,9151610230738","Wittmund, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,04011,Bremen,KfS,235,"41,3728023999747","Bremen, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,04012,Bremerhaven,KfS,49,"43,3528568647922","Bremerhaven, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05111,Düsseldorf,KfS,289,"46,8182996371177","Düsseldorf, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05112,Duisburg,KfS,202,"40,5532914416494","Duisburg, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05113,Essen,KfS,232,"39,7673609385097","Essen, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05114,Krefeld,KfS,110,"48,5224901741957","Krefeld, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05116,Mönchengladbach,KfS,136,"51,8711764077685","Mönchengladbach, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05117,Mülheim an der Ruhr,KfS,64,"37,3689895775552","Mülheim an der Ruhr, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05119,Oberhausen,KfS,84,"39,7309646110622","Oberhausen, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05120,Remscheid,KfS,20,"18,0857990306012","Remscheid, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05122,Solingen,KfS,63,"39,6717946134519","Solingen, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05124,Wuppertal,KfS,163,"46,0985887609944","Wuppertal, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05154,Kleve,K,203,"65,2166929032673","Kleve, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05158,Mettmann,K,171,"35,2280242022707","Mettmann, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05162,Rhein-Kreis Neuss,K,214,"47,6181999430362","Rhein-Kreis Neuss, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05166,Viersen,K,151,"50,5468093581894","Viersen, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05170,Wesel,K,128,"27,7858578666539","Wesel, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05314,Bonn,KfS,101,"31,0301391747826","Bonn, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05315,Köln,KfS,562,"52,0180600780826","Köln, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05316,Leverkusen,KfS,44,"26,8986471203164","Leverkusen, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05334,Aachen,K,385,"69,4860558631792","Aachen, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05358,Düren,K,144,"54,7759700862341","Düren, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05362,Rhein-Erft-Kreis,K,207,"44,3056533585612","Rhein-Erft-Kreis, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05366,Euskirchen,K,58,"30,1883649877425","Euskirchen, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05370,Heinsberg,K,178,"70,3262664654335","Heinsberg, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05374,Oberbergischer Kreis,K,61,"22,3469417660678","Oberbergischer Kreis, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05378,Rheinisch-Bergischer Kreis,K,62,"21,8815291659608","Rheinisch-Bergischer Kreis, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05382,Rhein-Sieg-Kreis,K,159,"26,5417590342138","Rhein-Sieg-Kreis, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05512,Bottrop,KfS,41,"34,9340513274939","Bottrop, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05513,Gelsenkirchen,KfS,78,"29,96484892722","Gelsenkirchen, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05515,Münster,KfS,62,"19,7729932803715","Münster, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05554,Borken,K,100,"27,0476417161188","Borken, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05558,Coesfeld,K,48,"21,8818380743982","Coesfeld, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05562,Recklinghausen,K,204,"33,0726430878176","Recklinghausen, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05566,Steinfurt,K,103,"23,0649513508672","Steinfurt, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05570,Warendorf,K,69,"24,8686287654348","Warendorf, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05711,Bielefeld,KfS,129,"38,7909259303808","Bielefeld, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05754,Gütersloh,K,91,"25,0654870279218","Gütersloh, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05758,Herford,K,83,"32,9968712605202","Herford, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05762,Höxter,K,15,"10,5958393670752","Höxter, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05766,Lippe,K,115,"32,9447759611996","Lippe, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05770,Minden-Lübbecke,K,53,"17,0304652530309","Minden-Lübbecke, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05774,Paderborn,K,83,"27,1808541992782","Paderborn, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05911,Bochum,KfS,110,"30,0933715245576","Bochum, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05913,Dortmund,KfS,243,"41,4251619502216","Dortmund, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05914,Hagen,KfS,55,"29,2973951952272","Hagen, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05915,Hamm,KfS,53,"29,5783687250607","Hamm, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05916,Herne,KfS,43,"27,4777941082497","Herne, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05954,Ennepe-Ruhr-Kreis,K,116,"35,7285859488096","Ennepe-Ruhr-Kreis, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05958,Hochsauerlandkreis,K,44,"16,8201505403473","Hochsauerlandkreis, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05962,Märkischer Kreis,K,105,"25,4001736888067","Märkischer Kreis, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05966,Olpe,K,22,"16,319506260756","Olpe, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05970,Siegen-Wittgenstein,K,41,"14,7494217147462","Siegen-Wittgenstein, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05974,Soest,K,68,"22,5394689303365","Soest, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,05978,Unna,K,136,"34,5235496301411","Unna, K"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06411,Darmstadt,KfS,30,"18,9568668090538","Darmstadt, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06412,Frankfurt am Main,KfS,224,"29,9915113311679","Frankfurt am Main, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06413,Offenbach am Main,KfS,30,"23,6858311358146","Offenbach am Main, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06414,Wiesbaden,KfS,63,"22,6086831698092","Wiesbaden, KfS"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06431,Bergstraße,LK,61,"22,6951410075154","Bergstraße, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06432,Darmstadt-Dieburg,LK,68,"22,9692482300168","Darmstadt-Dieburg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06433,Groß-Gerau,LK,81,"29,8449169684933","Groß-Gerau, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06434,Hochtaunuskreis,LK,48,"20,339413970635","Hochtaunuskreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06435,Main-Kinzig-Kreis,LK,94,"22,4768536230775","Main-Kinzig-Kreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06436,Main-Taunus-Kreis,LK,35,"14,7698644126447","Main-Taunus-Kreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06437,Odenwaldkreis,LK,17,"17,5988902346864","Odenwaldkreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06438,Offenbach,LK,87,"24,7375544510538","Offenbach, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06439,Rheingau-Taunus-Kreis,LK,20,"10,7179987352761","Rheingau-Taunus-Kreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06440,Wetteraukreis,LK,60,"19,6520280892988","Wetteraukreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06531,Gießen,LK,43,"16,10149182194","Gießen, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06532,Lahn-Dill-Kreis,LK,33,"12,9837427802521","Lahn-Dill-Kreis, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06533,Limburg-Weilburg,LK,31,"18,0262951311558","Limburg-Weilburg, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06534,Marburg-Biedenkopf,LK,20,"8,12463185261918","Marburg-Biedenkopf, LK"
***100,Diebstahl insgesamt von Kraftwagen einschl. unbefugte Ingebrauchnahme,06535,Vogelsbergkreis,LK,13,"12,2121915247391","Vogelsbergkreis, LK"
